"Year","Age","Sex","Rate"
2009,83,"Female",0.059988
2009,84,"Female",0.06782
2009,85,"Female",0.076509
2009,86,"Female",0.086741
2009,87,"Female",0.097936
2009,88,"Female",0.109422
2009,89,"Female",0.12537
2009,90,"Female",0.137773
2009,91,"Female",0.154634
2009,92,"Female",0.174876
2009,93,"Female",0.198043
2009,94,"Female",0.218003
2009,95,"Female",0.239564
2009,96,"Female",0.265852
2009,97,"Female",0.288599
2009,98,"Female",0.318671
2009,99,"Female",0.343389
2009,100,"Female",0.381081
2010,0,"Female",0.005627
2010,1,"Female",0.000413
2010,2,"Female",0.000223
2010,3,"Female",0.000169
2010,4,"Female",0.000135
2010,5,"Female",0.000104
2010,6,"Female",0.000106
2010,7,"Female",9.7e-05
2010,8,"Female",0.000105
2010,9,"Female",9.3e-05
2010,10,"Female",9.6e-05
2010,11,"Female",0.000111
2010,12,"Female",0.000121
2010,13,"Female",0.00012
2010,14,"Female",0.000155
2010,15,"Female",0.000176
2010,16,"Female",0.000245
2010,17,"Female",0.000272
2010,18,"Female",0.000328
2010,19,"Female",0.000382
2010,20,"Female",0.000394
2010,21,"Female",0.000431
2010,22,"Female",0.000447
2010,23,"Female",0.000452
2010,24,"Female",0.000505
2010,25,"Female",0.000507
2010,26,"Female",0.000525
2010,27,"Female",0.000525
2010,28,"Female",0.000595
2010,29,"Female",0.000628
2010,30,"Female",0.000671
2010,31,"Female",0.000666
2010,32,"Female",0.000743
2010,33,"Female",0.000734
2010,34,"Female",0.000804
2010,35,"Female",0.00087
2010,36,"Female",0.000967
2010,37,"Female",0.001013
2010,38,"Female",0.001101
2010,39,"Female",0.001183
2010,40,"Female",0.001255
2010,41,"Female",0.001378
2010,42,"Female",0.001517
2010,43,"Female",0.001682
2010,44,"Female",0.001875
2010,45,"Female",0.002011
2010,46,"Female",0.002346
2010,47,"Female",0.002496
2010,48,"Female",0.002691
2010,49,"Female",0.002934
2010,50,"Female",0.003246
2010,51,"Female",0.003416
2010,52,"Female",0.003828
2010,53,"Female",0.003942
2010,54,"Female",0.004315
2010,55,"Female",0.004453
2010,56,"Female",0.004898
2010,57,"Female",0.005179
2010,58,"Female",0.005691
2010,59,"Female",0.005977
2010,60,"Female",0.006472
2010,61,"Female",0.007045
2010,62,"Female",0.007805
2010,63,"Female",0.008423
2010,64,"Female",0.009368
2010,65,"Female",0.010087
2010,66,"Female",0.011264
2010,67,"Female",0.012129
2010,68,"Female",0.013383
2010,69,"Female",0.014399
2010,70,"Female",0.015946
2010,71,"Female",0.01742
2010,72,"Female",0.019192
2010,73,"Female",0.020851
2010,74,"Female",0.023022
2010,75,"Female",0.025794
2010,76,"Female",0.028182
2010,77,"Female",0.0313
2010,78,"Female",0.034949
2010,79,"Female",0.038045
2010,80,"Female",0.042261
2010,81,"Female",0.046029
2010,82,"Female",0.052402
2010,83,"Female",0.058934
2010,84,"Female",0.067279
2010,85,"Female",0.076874
2010,86,"Female",0.086124
2010,87,"Female",0.096205
2010,88,"Female",0.109508
2010,89,"Female",0.123522
2010,90,"Female",0.143444
2010,91,"Female",0.154912
2010,92,"Female",0.176663
2010,93,"Female",0.196518
2010,94,"Female",0.220636
2010,95,"Female",0.247479
2010,96,"Female",0.2699
2010,97,"Female",0.292588
2010,98,"Female",0.319826
2010,99,"Female",0.357023
2010,100,"Female",0.382909
2011,0,"Female",0.005516
2011,1,"Female",0.00039
2011,2,"Female",0.000227
2011,3,"Female",0.000172
2011,4,"Female",0.000148
2011,5,"Female",0.000123
2011,6,"Female",0.00011
2011,7,"Female",0.000101
2011,8,"Female",0.000106
2011,9,"Female",9.8e-05
2011,10,"Female",1e-04
2011,11,"Female",8.7e-05
2011,12,"Female",0.000102
2011,13,"Female",0.000118
2011,14,"Female",0.000163
2011,15,"Female",0.000178
2011,16,"Female",0.00024
2011,17,"Female",0.000294
2011,18,"Female",0.000324
2011,19,"Female",0.000367
2011,20,"Female",0.000375
2011,21,"Female",0.000442
2011,22,"Female",0.000442
2011,23,"Female",0.000478
2011,24,"Female",0.000466
2011,25,"Female",0.000527
2011,26,"Female",0.000547
2011,27,"Female",0.000534
2011,28,"Female",0.000555
2011,29,"Female",0.000628
2011,30,"Female",0.000667
2011,31,"Female",0.000732
2011,32,"Female",0.000759
2011,33,"Female",0.000789
2011,34,"Female",0.000863
2011,35,"Female",0.000876
2011,36,"Female",0.000971
2011,37,"Female",0.000999
2011,38,"Female",0.001108
2011,39,"Female",0.001168
2011,40,"Female",0.001294
2011,41,"Female",0.001369
2011,42,"Female",0.001576
2011,43,"Female",0.001724
2011,44,"Female",0.001887
2011,45,"Female",0.00204
2011,46,"Female",0.00231
2011,47,"Female",0.002458
2011,48,"Female",0.002706
2011,49,"Female",0.003003
2011,50,"Female",0.003244
2011,51,"Female",0.00351
2011,52,"Female",0.003792
2011,53,"Female",0.004004
2011,54,"Female",0.004365
2011,55,"Female",0.004642
2011,56,"Female",0.00482
2011,57,"Female",0.005383
2011,58,"Female",0.005622
2011,59,"Female",0.006058
2011,60,"Female",0.006403
2011,61,"Female",0.006936
2011,62,"Female",0.00771
2011,63,"Female",0.008532
2011,64,"Female",0.009238
2011,65,"Female",0.010071
2011,66,"Female",0.010741
2011,67,"Female",0.012088
2011,68,"Female",0.01304
2011,69,"Female",0.014554
2011,70,"Female",0.015794
2011,71,"Female",0.017081
2011,72,"Female",0.018916
2011,73,"Female",0.020776
2011,74,"Female",0.022926
2011,75,"Female",0.025287
2011,76,"Female",0.028146
2011,77,"Female",0.031197
2011,78,"Female",0.034322
2011,79,"Female",0.038332
2011,80,"Female",0.042723
2011,81,"Female",0.047662
2011,82,"Female",0.051733
2011,83,"Female",0.058552
2011,84,"Female",0.066116
2011,85,"Female",0.075166
2011,86,"Female",0.085162
2011,87,"Female",0.09669
2011,88,"Female",0.109042
2011,89,"Female",0.125073
2011,90,"Female",0.140072
2011,91,"Female",0.161017
2011,92,"Female",0.176301
2011,93,"Female",0.198209
2011,94,"Female",0.21971
2011,95,"Female",0.24979
2011,96,"Female",0.273644
2011,97,"Female",0.301725
2011,98,"Female",0.326303
2011,99,"Female",0.35609
2011,100,"Female",0.387916
2012,0,"Female",0.005465
2012,1,"Female",0.000375
2012,2,"Female",0.000237
2012,3,"Female",0.000183
2012,4,"Female",0.000139
2012,5,"Female",0.000123
2012,6,"Female",0.000101
2012,7,"Female",8.6e-05
2012,8,"Female",9.4e-05
2012,9,"Female",0.000101
2012,10,"Female",9.6e-05
2012,11,"Female",9.9e-05
2012,12,"Female",0.000102
2012,13,"Female",0.00012
2012,14,"Female",0.000152
2012,15,"Female",0.000193
2012,16,"Female",0.000244
2012,17,"Female",0.00025
2012,18,"Female",0.000332
2012,19,"Female",0.000343
2012,20,"Female",0.000388
2012,21,"Female",0.000417
2012,22,"Female",0.000449
2012,23,"Female",0.000461
2012,24,"Female",0.000499
2012,25,"Female",0.000506
2012,26,"Female",0.00054
2012,27,"Female",0.000549
2012,28,"Female",0.000616
2012,29,"Female",0.000646
2012,30,"Female",0.000703
2012,31,"Female",0.000697
2012,32,"Female",0.000714
2012,33,"Female",0.000797
2012,34,"Female",0.000824
2012,35,"Female",0.000899
2012,36,"Female",0.000944
2012,37,"Female",0.00098
2012,38,"Female",0.001082
2012,39,"Female",0.001194
2012,40,"Female",0.001293
2012,41,"Female",0.001393
2012,42,"Female",0.001524
2012,43,"Female",0.001662
2012,44,"Female",0.001824
2012,45,"Female",0.002014
2012,46,"Female",0.002204
2012,47,"Female",0.002439
2012,48,"Female",0.002711
2012,49,"Female",0.002918
2012,50,"Female",0.003218
2012,51,"Female",0.003505
2012,52,"Female",0.003742
2012,53,"Female",0.003974
2012,54,"Female",0.004342
2012,55,"Female",0.004664
2012,56,"Female",0.00507
2012,57,"Female",0.005327
2012,58,"Female",0.005685
2012,59,"Female",0.006126
2012,60,"Female",0.006617
2012,61,"Female",0.007077
2012,62,"Female",0.007514
2012,63,"Female",0.008334
2012,64,"Female",0.009047
2012,65,"Female",0.009813
2012,66,"Female",0.010803
2012,67,"Female",0.011575
2012,68,"Female",0.013244
2012,69,"Female",0.014172
2012,70,"Female",0.015695
2012,71,"Female",0.017112
2012,72,"Female",0.018472
2012,73,"Female",0.020089
2012,74,"Female",0.02261
2012,75,"Female",0.024855
2012,76,"Female",0.027753
2012,77,"Female",0.030867
2012,78,"Female",0.033754
2012,79,"Female",0.038033
2012,80,"Female",0.042407
2012,81,"Female",0.046771
2012,82,"Female",0.052414
2012,83,"Female",0.056736
2012,84,"Female",0.064631
2012,85,"Female",0.073509
2012,86,"Female",0.083399
2012,87,"Female",0.094554
2012,88,"Female",0.107872
2012,89,"Female",0.122442
2012,90,"Female",0.139789
2012,91,"Female",0.153517
2012,92,"Female",0.176594
2012,93,"Female",0.190753
2012,94,"Female",0.22006
2012,95,"Female",0.244175
2012,96,"Female",0.26946
2012,97,"Female",0.298491
2012,98,"Female",0.324907
2012,99,"Female",0.348838
2012,100,"Female",0.37906
2013,0,"Female",0.005361
2013,1,"Female",0.000378
2013,2,"Female",0.000219
2013,3,"Female",0.000164
2013,4,"Female",0.000138
2013,5,"Female",0.000124
2013,6,"Female",0.000112
2013,7,"Female",9.5e-05
2013,8,"Female",9.7e-05
2013,9,"Female",9.1e-05
2013,10,"Female",9.7e-05
2013,11,"Female",9.9e-05
2013,12,"Female",0.000114
2013,13,"Female",0.000143
2013,14,"Female",0.000148
2013,15,"Female",0.000172
2013,16,"Female",0.000207
2013,17,"Female",0.000263
2013,18,"Female",0.000313
2013,19,"Female",0.000356
2013,20,"Female",0.000396
2013,21,"Female",0.000402
2013,22,"Female",0.000431
2013,23,"Female",0.000471
2013,24,"Female",0.000501
2013,25,"Female",0.000489
2013,26,"Female",0.000552
2013,27,"Female",0.000578
2013,28,"Female",0.000597
2013,29,"Female",0.000617
2013,30,"Female",0.000658
2013,31,"Female",0.000702
2013,32,"Female",0.000754
2013,33,"Female",0.000784
2013,34,"Female",0.000866
2013,35,"Female",0.000951
2013,36,"Female",0.000952
2013,37,"Female",0.001032
2013,38,"Female",0.0011
2013,39,"Female",0.001193
2013,40,"Female",0.001307
2013,41,"Female",0.001407
2013,42,"Female",0.001529
2013,43,"Female",0.001674
2013,44,"Female",0.001791
2013,45,"Female",0.002015
2013,46,"Female",0.002168
2013,47,"Female",0.002434
2013,48,"Female",0.002604
2013,49,"Female",0.00299
2013,50,"Female",0.003187
2013,51,"Female",0.00353
2013,52,"Female",0.003762
2013,53,"Female",0.004059
2013,54,"Female",0.004358
2013,55,"Female",0.004738
2013,56,"Female",0.005106
2013,57,"Female",0.005459
2013,58,"Female",0.00576
2013,59,"Female",0.006089
2013,60,"Female",0.006643
2013,61,"Female",0.007124
2013,62,"Female",0.007563
2013,63,"Female",0.008251
2013,64,"Female",0.009115
2013,65,"Female",0.010051
2013,66,"Female",0.010662
2013,67,"Female",0.01165
2013,68,"Female",0.012735
2013,69,"Female",0.014482
2013,70,"Female",0.015642
2013,71,"Female",0.017157
2013,72,"Female",0.018555
2013,73,"Female",0.020339
2013,74,"Female",0.022601
2013,75,"Female",0.024725
2013,76,"Female",0.027494
2013,77,"Female",0.030535
2013,78,"Female",0.033987
2013,79,"Female",0.037622
2013,80,"Female",0.042101
2013,81,"Female",0.04681
2013,82,"Female",0.052152
2013,83,"Female",0.058257
2013,84,"Female",0.063493
2013,85,"Female",0.073241
2013,86,"Female",0.081719
2013,87,"Female",0.093937
2013,88,"Female",0.106556
2013,89,"Female",0.120455
2013,90,"Female",0.136239
2013,91,"Female",0.153802
2013,92,"Female",0.171583
2013,93,"Female",0.19763
2013,94,"Female",0.215307
2013,95,"Female",0.239936
2013,96,"Female",0.26766
2013,97,"Female",0.297812
2013,98,"Female",0.333734
2013,99,"Female",0.348035
2013,100,"Female",0.380892
2014,0,"Female",0.00534
2014,1,"Female",0.000344
2014,2,"Female",0.000219
2014,3,"Female",0.000159
2014,4,"Female",0.000133
2014,5,"Female",0.000122
2014,6,"Female",1e-04
2014,7,"Female",9.3e-05
2014,8,"Female",9.3e-05
2014,9,"Female",9e-05
2014,10,"Female",8.2e-05
2014,11,"Female",9.4e-05
2014,12,"Female",0.000111
2014,13,"Female",0.000127
2014,14,"Female",0.00014
2014,15,"Female",0.00018
2014,16,"Female",0.000215
2014,17,"Female",0.000266
2014,18,"Female",0.000312
2014,19,"Female",0.000362
2014,20,"Female",0.000384
2014,21,"Female",0.000447
2014,22,"Female",0.000464
2014,23,"Female",0.000445
2014,24,"Female",0.000468
2014,25,"Female",0.000515
2014,26,"Female",0.000573
2014,27,"Female",0.000561
2014,28,"Female",0.000613
2014,29,"Female",0.000656
2014,30,"Female",0.000643
2014,31,"Female",0.000709
2014,32,"Female",0.000769
2014,33,"Female",0.000828
2014,34,"Female",0.000871
2014,35,"Female",0.000983
2014,36,"Female",0.000988
2014,37,"Female",0.001099
2014,38,"Female",0.00115
2014,39,"Female",0.001211
2014,40,"Female",0.001301
2014,41,"Female",0.001476
2014,42,"Female",0.001607
2014,43,"Female",0.00168
2014,44,"Female",0.001871
2014,45,"Female",0.001981
2014,46,"Female",0.002203
2014,47,"Female",0.002382
2014,48,"Female",0.002671
2014,49,"Female",0.002939
2014,50,"Female",0.003186
2014,51,"Female",0.00358
2014,52,"Female",0.003811
2014,53,"Female",0.004136
2014,54,"Female",0.004423
2014,55,"Female",0.004844
2014,56,"Female",0.005208
2014,57,"Female",0.005586
2014,58,"Female",0.005858
2014,59,"Female",0.006255
2014,60,"Female",0.006744
2014,61,"Female",0.007282
2014,62,"Female",0.007871
2014,63,"Female",0.008347
2014,64,"Female",0.008945
2014,65,"Female",0.009682
2014,66,"Female",0.010704
2014,67,"Female",0.011652
2014,68,"Female",0.012664
2014,69,"Female",0.013759
2014,70,"Female",0.015542
2014,71,"Female",0.017094
2014,72,"Female",0.018615
2014,73,"Female",0.020103
2014,74,"Female",0.022033
2014,75,"Female",0.024586
2014,76,"Female",0.027187
2014,77,"Female",0.029879
2014,78,"Female",0.033266
2014,79,"Female",0.037344
2014,80,"Female",0.041562
2014,81,"Female",0.04631
2014,82,"Female",0.051651
2014,83,"Female",0.057051
2014,84,"Female",0.064309
2014,85,"Female",0.069533
2014,86,"Female",0.078843
2014,87,"Female",0.090602
2014,88,"Female",0.100982
2014,89,"Female",0.114603
2014,90,"Female",0.132151
2014,91,"Female",0.149376
2014,92,"Female",0.168814
2014,93,"Female",0.186612
2014,94,"Female",0.215563
2014,95,"Female",0.228601
2014,96,"Female",0.261589
2014,97,"Female",0.285622
2014,98,"Female",0.318562
2014,99,"Female",0.341126
2014,100,"Female",0.372252
2015,0,"Female",0.005378
2015,1,"Female",0.000349
2015,2,"Female",0.000228
2015,3,"Female",0.000163
2015,4,"Female",0.000127
2015,5,"Female",0.000113
2015,6,"Female",0.000118
2015,7,"Female",0.000102
2015,8,"Female",9.6e-05
2015,9,"Female",8.3e-05
2015,10,"Female",8.3e-05
2015,11,"Female",9.8e-05
2015,12,"Female",0.000112
2015,13,"Female",0.000145
2015,14,"Female",0.000172
2015,15,"Female",0.000179
2015,16,"Female",0.000236
2015,17,"Female",0.000278
2015,18,"Female",0.00036
2015,19,"Female",0.000401
2015,20,"Female",0.000409
2015,21,"Female",0.000461
2015,22,"Female",0.000465
2015,23,"Female",0.000482
2015,24,"Female",0.000515
2015,25,"Female",0.000559
2015,26,"Female",0.000563
2015,27,"Female",0.000609
2015,28,"Female",0.000645
2015,29,"Female",0.000678
2015,30,"Female",0.00074
2015,31,"Female",0.000769
2015,32,"Female",0.000857
2015,33,"Female",0.000894
2015,34,"Female",0.000925
2015,35,"Female",0.000966
2015,36,"Female",0.001084
2015,37,"Female",0.001099
2015,38,"Female",0.001195
2015,39,"Female",0.00119
2015,40,"Female",0.001319
2015,41,"Female",0.001457
2015,42,"Female",0.0016
2015,43,"Female",0.001696
2015,44,"Female",0.001872
2015,45,"Female",0.002031
2015,46,"Female",0.00221
2015,47,"Female",0.002392
2015,48,"Female",0.00268
2015,49,"Female",0.002894
2015,50,"Female",0.003202
2015,51,"Female",0.003476
2015,52,"Female",0.003846
2015,53,"Female",0.004164
2015,54,"Female",0.004441
2015,55,"Female",0.004774
2015,56,"Female",0.005222
2015,57,"Female",0.005628
2015,58,"Female",0.006035
2015,59,"Female",0.006353
2015,60,"Female",0.006708
2015,61,"Female",0.007258
2015,62,"Female",0.007913
2015,63,"Female",0.008506
2015,64,"Female",0.009024
2015,65,"Female",0.009719
2015,66,"Female",0.010586
2015,67,"Female",0.011658
2015,68,"Female",0.012558
2015,69,"Female",0.013977
2015,70,"Female",0.015295
2015,71,"Female",0.017005
2015,72,"Female",0.018976
2015,73,"Female",0.020555
2015,74,"Female",0.022114
2015,75,"Female",0.02481
2015,76,"Female",0.027159
2015,77,"Female",0.030466
2015,78,"Female",0.033338
2015,79,"Female",0.037498
2015,80,"Female",0.041993
2015,81,"Female",0.045977
2015,82,"Female",0.052389
2015,83,"Female",0.058467
2015,84,"Female",0.065169
2015,85,"Female",0.072364
2015,86,"Female",0.078944
2015,87,"Female",0.090588
2015,88,"Female",0.103006
2015,89,"Female",0.116371
2015,90,"Female",0.133803
2015,91,"Female",0.15041
2015,92,"Female",0.169367
2015,93,"Female",0.191733
2015,94,"Female",0.21106
2015,95,"Female",0.243731
2015,96,"Female",0.260158
2015,97,"Female",0.290486
2015,98,"Female",0.325222
2015,99,"Female",0.349776
2015,100,"Female",0.383275
2016,0,"Female",0.005333
2016,1,"Female",0.000356
2016,2,"Female",0.000243
2016,3,"Female",0.000166
2016,4,"Female",0.000153
2016,5,"Female",0.00013
2016,6,"Female",0.000105
2016,7,"Female",0.000121
2016,8,"Female",9.6e-05
2016,9,"Female",0.000106
2016,10,"Female",9.3e-05
2016,11,"Female",0.000112
2016,12,"Female",0.000109
2016,13,"Female",0.000128
2016,14,"Female",0.000176
2016,15,"Female",0.000194
2016,16,"Female",0.000245
2016,17,"Female",0.000297
2016,18,"Female",0.000376
2016,19,"Female",0.000388
2016,20,"Female",0.000431
2016,21,"Female",0.000485
2016,22,"Female",0.000511
2016,23,"Female",0.00054
2016,24,"Female",0.000539
2016,25,"Female",0.000596
2016,26,"Female",0.000638
2016,27,"Female",0.000681
2016,28,"Female",0.000713
2016,29,"Female",0.000733
2016,30,"Female",0.000793
2016,31,"Female",0.000876
2016,32,"Female",0.000923
2016,33,"Female",0.000936
2016,34,"Female",0.001008
2016,35,"Female",0.001071
2016,36,"Female",0.001149
2016,37,"Female",0.001176
2016,38,"Female",0.001296
2016,39,"Female",0.00132
2016,40,"Female",0.0014
2016,41,"Female",0.001449
2016,42,"Female",0.001611
2016,43,"Female",0.001754
2016,44,"Female",0.001885
2016,45,"Female",0.002087
2016,46,"Female",0.002251
2016,47,"Female",0.002342
2016,48,"Female",0.002637
2016,49,"Female",0.002955
2016,50,"Female",0.003193
2016,51,"Female",0.003488
2016,52,"Female",0.003793
2016,53,"Female",0.004187
2016,54,"Female",0.004503
2016,55,"Female",0.00487
2016,56,"Female",0.005242
2016,57,"Female",0.005609
2016,58,"Female",0.006021
2016,59,"Female",0.006493
2016,60,"Female",0.006939
2016,61,"Female",0.007261
2016,62,"Female",0.007979
2016,63,"Female",0.008506
2016,64,"Female",0.009203
2016,65,"Female",0.009732
2016,66,"Female",0.010444
2016,67,"Female",0.011541
2016,68,"Female",0.012586
2016,69,"Female",0.013712
2016,70,"Female",0.01502
2016,71,"Female",0.016397
2016,72,"Female",0.018455
2016,73,"Female",0.020424
2016,74,"Female",0.022359
2016,75,"Female",0.024474
2016,76,"Female",0.026445
2016,77,"Female",0.029782
2016,78,"Female",0.033008
2016,79,"Female",0.036591
2016,80,"Female",0.041212
2016,81,"Female",0.045707
2016,82,"Female",0.051181
2016,83,"Female",0.056462
2016,84,"Female",0.063393
2016,85,"Female",0.072014
2016,86,"Female",0.078752
2016,87,"Female",0.086226
2016,88,"Female",0.098563
2016,89,"Female",0.111875
2016,90,"Female",0.127051
2016,91,"Female",0.144956
2016,92,"Female",0.16195
2016,93,"Female",0.182001
2016,94,"Female",0.204216
2016,95,"Female",0.226061
2016,96,"Female",0.259637
2016,97,"Female",0.277939
2016,98,"Female",0.31044
2016,99,"Female",0.336725
2016,100,"Female",0.368284
2017,0,"Female",0.005192
2017,1,"Female",0.00034
2017,2,"Female",0.000207
2017,3,"Female",0.000159
2017,4,"Female",0.00014
2017,5,"Female",0.000108
2017,6,"Female",0.000108
2017,7,"Female",0.000111
2017,8,"Female",0.000103
2017,9,"Female",0.000101
2017,10,"Female",9.8e-05
2017,11,"Female",0.000107
2017,12,"Female",0.000107
2017,13,"Female",0.000135
2017,14,"Female",0.000167
2017,15,"Female",0.000209
2017,16,"Female",0.000247
2017,17,"Female",0.000265
2017,18,"Female",0.000359
2017,19,"Female",0.000389
2017,20,"Female",0.000434
2017,21,"Female",0.00049
2017,22,"Female",0.000507
2017,23,"Female",0.000552
2017,24,"Female",0.000565
2017,25,"Female",0.000618
2017,26,"Female",0.000606
2017,27,"Female",0.000714
2017,28,"Female",0.000769
2017,29,"Female",0.00075
2017,30,"Female",0.000821
2017,31,"Female",0.000876
2017,32,"Female",0.000928
2017,33,"Female",0.001008
2017,34,"Female",0.00105
2017,35,"Female",0.001097
2017,36,"Female",0.001136
2017,37,"Female",0.001239
2017,38,"Female",0.001211
2017,39,"Female",0.001375
2017,40,"Female",0.001447
2017,41,"Female",0.001509
2017,42,"Female",0.001657
2017,43,"Female",0.001763
2017,44,"Female",0.001829
2017,45,"Female",0.002017
2017,46,"Female",0.002231
2017,47,"Female",0.002435
2017,48,"Female",0.002585
2017,49,"Female",0.002838
2017,50,"Female",0.003153
2017,51,"Female",0.003435
2017,52,"Female",0.003725
2017,53,"Female",0.004028
2017,54,"Female",0.004417
2017,55,"Female",0.004854
2017,56,"Female",0.005185
2017,57,"Female",0.005701
2017,58,"Female",0.006039
2017,59,"Female",0.006499
2017,60,"Female",0.007023
2017,61,"Female",0.00746
2017,62,"Female",0.00788
2017,63,"Female",0.008538
2017,64,"Female",0.009202
2017,65,"Female",0.009934
2017,66,"Female",0.010439
2017,67,"Female",0.011287
2017,68,"Female",0.012564
2017,69,"Female",0.013869
2017,70,"Female",0.015028
2017,71,"Female",0.016348
2017,72,"Female",0.018259
2017,73,"Female",0.020267
2017,74,"Female",0.02239
2017,75,"Female",0.024622
2017,76,"Female",0.026777
2017,77,"Female",0.029578
2017,78,"Female",0.033104
2017,79,"Female",0.036841
2017,80,"Female",0.041025
2017,81,"Female",0.045454
2017,82,"Female",0.051357
2017,83,"Female",0.057327
2017,84,"Female",0.064446
2017,85,"Female",0.071452
2017,86,"Female",0.080527
2017,87,"Female",0.08933
2017,88,"Female",0.096616
2017,89,"Female",0.109568
2017,90,"Female",0.126892
2017,91,"Female",0.143495
2017,92,"Female",0.162726
2017,93,"Female",0.180664
2017,94,"Female",0.204817
2017,95,"Female",0.230487
2017,96,"Female",0.252697
2017,97,"Female",0.289201
2017,98,"Female",0.307862
2017,99,"Female",0.339907
2017,100,"Female",0.373534
2018,0,"Female",0.00502
2018,1,"Female",0.000324
2018,2,"Female",0.000224
2018,3,"Female",0.000148
2018,4,"Female",0.000124
2018,5,"Female",0.000117
2018,6,"Female",0.000108
2018,7,"Female",8.9e-05
2018,8,"Female",0.000112
2018,9,"Female",0.000103
2018,10,"Female",0.000109
2018,11,"Female",0.00012
2018,12,"Female",0.000124
2018,13,"Female",0.000139
2018,14,"Female",0.000158
2018,15,"Female",0.000196
2018,16,"Female",0.000233
2018,17,"Female",0.000287
2018,18,"Female",0.000349
2018,19,"Female",0.000388
2018,20,"Female",0.000428
2018,21,"Female",0.000452
2018,22,"Female",0.000479
2018,23,"Female",0.000515
2018,24,"Female",0.000543
2018,25,"Female",0.000579
2018,26,"Female",0.000635
2018,27,"Female",0.000675
2018,28,"Female",0.000721
2018,29,"Female",0.000794
2018,30,"Female",0.000859
2018,31,"Female",0.000856
2018,32,"Female",0.000943
2018,33,"Female",0.000977
2018,34,"Female",0.001008
2018,35,"Female",0.001101
2018,36,"Female",0.001153
2018,37,"Female",0.001191
2018,38,"Female",0.001263
2018,39,"Female",0.001392
2018,40,"Female",0.001423
2018,41,"Female",0.001491
2018,42,"Female",0.001582
2018,43,"Female",0.001726
2018,44,"Female",0.001819
2018,45,"Female",0.00203
2018,46,"Female",0.002248
2018,47,"Female",0.002333
2018,48,"Female",0.002537
2018,49,"Female",0.002725
2018,50,"Female",0.003014
2018,51,"Female",0.003384
2018,52,"Female",0.003617
2018,53,"Female",0.00392
2018,54,"Female",0.004346
2018,55,"Female",0.004708
2018,56,"Female",0.005202
2018,57,"Female",0.00555
2018,58,"Female",0.00598
2018,59,"Female",0.006402
2018,60,"Female",0.006893
2018,61,"Female",0.007461
2018,62,"Female",0.007903
2018,63,"Female",0.008519
2018,64,"Female",0.009005
2018,65,"Female",0.009783
2018,66,"Female",0.010504
2018,67,"Female",0.011289
2018,68,"Female",0.012164
2018,69,"Female",0.013291
2018,70,"Female",0.014868
2018,71,"Female",0.016268
2018,72,"Female",0.017956
2018,73,"Female",0.019633
2018,74,"Female",0.022203
2018,75,"Female",0.024561
2018,76,"Female",0.026831
2018,77,"Female",0.029268
2018,78,"Female",0.032371
2018,79,"Female",0.036037
2018,80,"Female",0.04039
2018,81,"Female",0.045048
2018,82,"Female",0.05066
2018,83,"Female",0.056763
2018,84,"Female",0.063154
2018,85,"Female",0.071034
2018,86,"Female",0.079543
2018,87,"Female",0.089399
2018,88,"Female",0.099353
2018,89,"Female",0.107791
2018,90,"Female",0.122915
2018,91,"Female",0.139943
2018,92,"Female",0.155775
2018,93,"Female",0.175468
2018,94,"Female",0.197524
2018,95,"Female",0.223312
2018,96,"Female",0.247032
2018,97,"Female",0.275766
2018,98,"Female",0.308292
2018,99,"Female",0.325511
2018,100,"Female",0.361736
2019,0,"Female",0.005035
2019,1,"Female",0.000348
2019,2,"Female",0.000209
2019,3,"Female",0.000165
2019,4,"Female",0.000135
2019,5,"Female",0.000125
2019,6,"Female",0.000114
2019,7,"Female",1e-04
2019,8,"Female",9.3e-05
2019,9,"Female",9.8e-05
2019,10,"Female",9.5e-05
2019,11,"Female",0.000104
2019,12,"Female",0.000122
2019,13,"Female",0.000144
2019,14,"Female",0.000159
2019,15,"Female",0.000188
2019,16,"Female",0.00022
2019,17,"Female",0.000262
2019,18,"Female",0.000366
2019,19,"Female",0.000371
2019,20,"Female",0.000413
2019,21,"Female",0.000456
2019,22,"Female",0.000465
2019,23,"Female",0.000552
2019,24,"Female",0.000545
2019,25,"Female",0.000579
2019,26,"Female",0.00062
2019,27,"Female",0.00066
2019,28,"Female",0.000695
2019,29,"Female",0.000735
2019,30,"Female",0.000827
2019,31,"Female",0.000877
2019,32,"Female",0.000913
2019,33,"Female",0.001039
2019,34,"Female",0.001006
2019,35,"Female",0.001082
2019,36,"Female",0.001137
2019,37,"Female",0.001209
2019,38,"Female",0.001336
2019,39,"Female",0.001433
2019,40,"Female",0.001448
2019,41,"Female",0.001525
2019,42,"Female",0.001566
2019,43,"Female",0.001724
2019,44,"Female",0.001807
2019,45,"Female",0.001984
2019,46,"Female",0.002149
2019,47,"Female",0.002335
2019,48,"Female",0.002554
2019,49,"Female",0.002763
2019,50,"Female",0.002969
2019,51,"Female",0.003232
2019,52,"Female",0.003512
2019,53,"Female",0.003858
2019,54,"Female",0.004225
2019,55,"Female",0.004609
2019,56,"Female",0.004997
2019,57,"Female",0.005507
2019,58,"Female",0.005927
2019,59,"Female",0.006339
2019,60,"Female",0.006942
2019,61,"Female",0.007482
2019,62,"Female",0.008031
2019,63,"Female",0.008494
2019,64,"Female",0.009108
2019,65,"Female",0.009563
2019,66,"Female",0.01036
